Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCN42,OUT010,346.8972837
FDU49,OUT046,1424.59469
FDB20,OUT027,2517.882088
FDG50,OUT019,219.2185209
FDW20,OUT045,1827.832845
NCO55,OUT049,1511.874772
FDX48,OUT046,2660.950403
FDU48,OUT046,1987.251049
FDR48,OUT019,346.8972837
FDK27,OUT013,2243.669597
FDT35,OUT013,2453.747701
FDN12,OUT049,1511.874772
NCE31,OUT019,92.67548155
FDL21,OUT017,677.1027476
FDV56,OUT017,1784.428738
FDR16,OUT017,3737.295775
NCP41,OUT049,1690.234086
FDJ27,OUT013,1784.428738
FDA07,OUT017,2243.669597
FDK55,OUT049,1259.549051
FDM33,OUT049,3454.062559
FDY46,OUT046,2939.348476
FDD36,OUT046,1922.149382
FDB12,OUT027,2517.882088
FDF28,OUT019,281.4820818
NCE07,OUT019,281.4820818
FDW50,OUT027,4117.317713
NCW18,OUT017,4109.900606
NCJ17,OUT019,219.2185209
DRZ24,OUT010,281.4820818
FDS07,OUT035,1922.149382
NCW05,OUT010,281.4820818
FDZ22,OUT018,1259.549051
FDK02,OUT046,1922.149382
FDZ45,OUT027,5329.314724
FDL25,OUT046,1481.850614
FDS08,OUT045,2851.631696
NCZ42,OUT027,6280.89088
FDX57,OUT035,1559.342975
FDF21,OUT046,3391.591253
FDJ56,OUT018,1372.688491
FDX10,OUT013,507.0464037
DRG48,OUT035,2649.110232
DRN37,OUT046,2503.501336
NCY41,OUT018,507.0464037
FDN28,OUT045,1879.05405
FDE34,OUT045,3384.108064
FDR10,OUT045,2894.220711
FDC32,OUT017,1424.59469
DRG13,OUT046,2894.220711
FDP59,OUT049,1784.428738
NCT53,OUT010,425.9355915
FDL57,OUT027,6280.89088
FDN32,OUT010,482.6995426
FDK09,OUT018,3327.952583
FDA52,OUT010,425.9355915
FDC57,OUT049,2939.348476
FDI09,OUT035,3737.295775
NCB07,OUT046,3130.004905
FDP26,OUT035,1879.05405
FDP40,OUT027,3242.062072
FDL15,OUT013,2660.950403
FDV07,OUT046,1690.234086
FDS03,OUT017,1103.186213
FDE50,OUT049,2752.970935
FDQ15,OUT017,1243.06893
FDQ33,OUT010,346.8972837
FDT22,OUT013,796.6402683
DRO35,OUT035,1922.149382
FDJ41,OUT049,4433.304033
FDQ27,OUT035,1879.05405
FDC26,OUT017,1922.149382
NCF43,OUT027,3242.062072
NCR50,OUT035,2453.747701
FDE39,OUT018,1752.25244
FDN49,OUT027,1378.263185
DRG11,OUT035,1879.05405
NCA18,OUT049,1922.149382
FDM36,OUT018,3104.18983
FDW32,OUT017,1424.59469
NCQ18,OUT010,219.2185209
FDX14,OUT027,1378.263185
FDD46,OUT017,2503.501336
FDI34,OUT019,584.7577648
NCJ17,OUT035,1481.850614
FDB52,OUT035,4433.304033
FDV55,OUT018,2232.847022
FDC57,OUT046,2939.348476
FDB29,OUT046,1922.149382
NCO43,OUT035,1879.05405
FDG44,OUT045,935.0323883
FDJ34,OUT045,1827.832845
FDH40,OUT049,1259.549051
NCD07,OUT027,3242.062072
FDB41,OUT017,798.2176035
FDH47,OUT018,1372.688491
DRK37,OUT035,3391.591253
FDM25,OUT019,425.9355915
NCX06,OUT045,2752.970935
NCS05,OUT017,2243.669597
FDS39,OUT045,1827.832845
FDC47,OUT027,6280.89088
FDG20,OUT013,2568.332834
DRL23,OUT017,1690.234086
FDY33,OUT013,2894.220711
NCH18,OUT045,4109.900606
FDX47,OUT035,2286.413267
NCB06,OUT045,2894.220711
FDP36,OUT049,713.8586545
FDW44,OUT018,3104.18983
NCU41,OUT018,2893.839826
NCS17,OUT046,1559.342975
FDD46,OUT035,2503.501336
FDE45,OUT017,2851.631696
FDI09,OUT017,3737.295775
NCJ54,OUT010,584.7577648
NCA29,OUT018,3104.18983
NCN41,OUT027,3242.062072
FDY34,OUT035,2649.110232
NCG55,OUT035,1922.149382
DRM49,OUT046,677.1027476
NCB42,OUT049,1922.149382
FDE58,OUT045,1827.832845
DRJ25,OUT013,713.8586545
FDS47,OUT010,219.2185209
FDY21,OUT049,3130.004905
NCI54,OUT013,1690.234086
FDO24,OUT017,2503.501336
FDY43,OUT035,2894.220711
FDF35,OUT018,1372.688491
NCP29,OUT019,165.9185817
FDN28,OUT027,2517.882088
FDJ50,OUT018,713.8586545
FDQ14,OUT027,4117.317713
FDC37,OUT035,1690.234086
FDN08,OUT046,2142.743571
FDD04,OUT035,2309.200798
FDW34,OUT018,3327.952583
FDP04,OUT017,1103.186213
NCG07,OUT017,2939.348476
NCN14,OUT018,3384.108064
FDJ16,OUT045,935.0323883
NCM42,OUT045,1879.05405
NCF19,OUT046,713.8586545
FDY21,OUT018,2893.839826
FDY19,OUT035,1922.149382
FDV09,OUT045,2660.950403
FDA28,OUT013,1987.251049
FDC38,OUT018,1752.25244
FDL28,OUT045,3737.295775
NCH43,OUT049,3454.062559
NCN53,OUT045,583.8145789
NCW05,OUT017,1511.874772
NCO30,OUT018,2752.970935
FDT04,OUT019,92.67548155
FDB27,OUT018,2893.839826
NCK07,OUT013,2286.413267
NCA53,OUT013,713.8586545
FDB33,OUT018,2232.847022
FDU37,OUT017,1243.06893
FDR13,OUT035,1922.149382
FDE45,OUT049,2851.631696
FDV37,OUT017,3130.004905
FDX44,OUT019,219.2185209
NCL06,OUT017,4034.300307
FDJ28,OUT045,2939.348476
FDX55,OUT049,3753.000099
NCK17,OUT018,507.0464037
FDH52,OUT035,935.0323883
FDN13,OUT027,2517.882088
FDK44,OUT018,3104.18983
FDU16,OUT046,1243.06893
FDZ07,OUT017,935.0323883
NCN06,OUT027,4117.317713
FDH02,OUT010,219.2185209
NCW18,OUT045,4109.900606
FDH57,OUT013,2243.669597
FDV35,OUT045,2453.747701
NCU29,OUT013,2649.110232
NCP02,OUT046,935.0323883
FDN44,OUT013,2894.220711
FDX03,OUT018,507.0464037
FDR11,OUT010,346.8972837
FDA36,OUT046,2752.970935
FDP58,OUT027,5329.314724
FDH31,OUT045,1559.342975
FDH34,OUT035,3391.591253
FDS13,OUT035,4433.304033
FDT01,OUT018,3327.952583
FDY09,OUT049,2568.332834
FDV33,OUT027,6280.89088
NCW29,OUT010,281.4820818
NCN17,OUT045,1690.234086
FDX01,OUT046,1922.149382
FDL03,OUT049,3130.004905
DRL59,OUT049,796.6402683
DRM11,OUT027,6280.89088
FDA43,OUT049,3391.591253
FDZ56,OUT010,425.9355915
FDI44,OUT018,1259.549051
FDB50,OUT013,1243.06893
FDU15,OUT019,92.67548155
NCJ19,OUT019,165.9185817
FDD48,OUT013,1922.149382
NCW42,OUT035,3753.000099
FDL24,OUT017,2851.631696
NCB30,OUT013,2893.839826
FDK25,OUT013,2503.501336
FDW28,OUT049,3130.004905
FDD47,OUT017,3104.18983
FDK16,OUT019,219.2185209
FDW37,OUT046,1424.59469
FDA48,OUT035,3737.295775
FDA14,OUT017,2660.950403
FDV15,OUT013,1511.874772
FDN22,OUT049,4034.300307
NCD55,OUT045,677.1027476
FDY43,OUT013,2894.220711
NCU05,OUT017,1243.06893
FDF10,OUT035,2660.950403
FDR39,OUT018,3384.108064
FDG40,OUT013,507.0464037
FDZ28,OUT019,281.4820818
FDE02,OUT045,1481.850614
FDU60,OUT049,2453.747701
FDM21,OUT013,4433.304033
FDV52,OUT019,281.4820818
NCW06,OUT013,2893.839826
FDX36,OUT035,3737.295775
FDT35,OUT027,4117.317713
NCL19,OUT010,281.4820818
NCD31,OUT046,2894.220711
FDE53,OUT019,281.4820818
FDW58,OUT019,219.2185209
DRF48,OUT046,3391.591253
FDW57,OUT035,2851.631696
DRH13,OUT017,1690.234086
FDT33,OUT013,2286.413267
DRK47,OUT027,6280.89088
FDY22,OUT010,281.4820818
FDC35,OUT019,584.7577648
FDO03,OUT013,4109.900606
FDF24,OUT045,1243.06893
FDF56,OUT018,2568.332834
FDD28,OUT013,796.6402683
FDG53,OUT027,3242.062072
FDO27,OUT019,219.2185209
NCF54,OUT018,3104.18983
FDC20,OUT027,1378.263185
FDU10,OUT046,677.1027476
DRA24,OUT018,2232.847022
FDA02,OUT010,346.8972837
FDG10,OUT017,935.0323883
FDW39,OUT010,425.9355915
FDP04,OUT019,165.9185817
NCM55,OUT013,3384.108064
FDG47,OUT045,4433.304033
NCU41,OUT017,2939.348476
NCK31,OUT017,713.8586545
FDZ46,OUT045,1879.05405
FDU13,OUT027,4117.317713
NCF19,OUT045,713.8586545
NCJ43,OUT013,3104.18983
NCJ05,OUT045,2453.747701
FDS04,OUT027,3242.062072
FDX28,OUT010,219.2185209
FDB41,OUT027,1378.263185
FDG53,OUT046,2309.200798
FDL15,OUT010,346.8972837
FDQ08,OUT049,796.6402683
DRN36,OUT013,1559.342975
FDI46,OUT013,4433.304033
FDG16,OUT027,5329.314724
FDV32,OUT013,796.6402683
FDF44,OUT010,281.4820818
FDK04,OUT018,796.6402683
NCA41,OUT013,2893.839826
FDD51,OUT017,677.1027476
NCZ53,OUT045,3391.591253
FDP01,OUT027,4117.317713
FDY25,OUT049,3384.108064
FDB17,OUT018,2851.631696
NCV54,OUT018,1752.25244
FDJ32,OUT017,1103.186213
FDA37,OUT049,1987.251049
FDG35,OUT035,3104.18983
NCM05,OUT018,3327.952583
FDG45,OUT046,3454.062559
FDH28,OUT013,507.0464037
NCE18,OUT049,4034.300307
FDH38,OUT045,1827.832845
FDR56,OUT013,2893.839826
FDH17,OUT027,2517.882088
FDD39,OUT049,3454.062559
FDB41,OUT049,798.2176035
NCR53,OUT046,3454.062559
FDX46,OUT017,935.0323883
FDV28,OUT049,583.8145789
FDA08,OUT018,2232.847022
FDH45,OUT017,677.1027476
NCS38,OUT010,281.4820818
FDD40,OUT010,482.6995426
DRM59,OUT035,2649.110232
NCJ43,OUT018,2851.631696
NCN29,OUT013,713.8586545
NCC19,OUT045,3391.591253
FDR56,OUT035,3130.004905
FDZ43,OUT049,4109.900606
FDJ32,OUT010,165.9185817
DRH03,OUT017,1424.59469
NCZ54,OUT035,2894.220711
FDE26,OUT017,2503.501336
FDS03,OUT045,1103.186213
DRZ24,OUT019,281.4820818
FDO48,OUT027,5329.314724
FDW39,OUT049,2851.631696
NCK05,OUT049,796.6402683
NCK30,OUT017,4034.300307
FDT27,OUT018,3327.952583
FDS08,OUT019,425.9355915
NCJ19,OUT049,796.6402683
FDC58,OUT045,677.1027476
DRE37,OUT013,2893.839826
FDW02,OUT035,2243.669597
FDJ02,OUT010,346.8972837
FDX09,OUT045,2851.631696
FDT31,OUT010,482.6995426
FDI24,OUT049,2851.631696
FDY09,OUT045,2568.332834
FDV28,OUT045,583.8145789
DRM47,OUT049,3391.591253
FDT52,OUT019,584.7577648
FDI48,OUT018,796.6402683
FDY55,OUT017,4433.304033
FDU48,OUT013,1987.251049
FDN25,OUT045,935.0323883
FDP20,OUT049,1987.251049
FDJ15,OUT013,3384.108064
FDD04,OUT018,1752.25244
FDY58,OUT045,4109.900606
FDR37,OUT018,3384.108064
FDF44,OUT013,1987.251049
FDD32,OUT045,1243.06893
FDR57,OUT017,2649.110232
DRG39,OUT027,1378.263185
FDX15,OUT017,2894.220711
DRN37,OUT045,2503.501336
FDW40,OUT027,3242.062072
FDB32,OUT049,1259.549051
FDM40,OUT018,1752.25244
FDE39,OUT027,3242.062072
DRH49,OUT017,1243.06893
FDT46,OUT049,713.8586545
NCF06,OUT035,4034.300307
FDP07,OUT017,3130.004905
FDC04,OUT013,4109.900606
FDZ32,OUT017,1879.05405
FDD50,OUT045,2453.747701
FDU56,OUT017,3384.108064
FDV34,OUT017,1103.186213
NCY41,OUT013,507.0464037
NCK18,OUT046,2649.110232
DRH25,OUT049,796.6402683
FDT57,OUT046,4109.900606
FDV56,OUT018,1372.688491
FDV12,OUT045,1559.342975
FDN52,OUT017,1424.59469
FDX38,OUT035,713.8586545
FDE47,OUT018,1752.25244
NCO07,OUT013,3753.000099
FDV09,OUT027,4117.317713
FDZ23,OUT019,482.6995426
DRH51,OUT018,1259.549051
NCY54,OUT045,3104.18983
DRG49,OUT013,3454.062559
NCC19,OUT049,3391.591253
NCV53,OUT045,4109.900606
FDZ47,OUT019,219.2185209
NCO26,OUT018,1752.25244
NCP02,OUT045,935.0323883
NCW30,OUT018,3327.952583
NCN55,OUT046,4109.900606
FDB20,OUT010,165.9185817
DRL11,OUT013,2286.413267
DRD60,OUT045,3384.108064
FDW14,OUT010,219.2185209
FDL27,OUT010,165.9185817
FDU09,OUT018,796.6402683
DRH36,OUT027,1378.263185
FDP34,OUT027,4117.317713
FDE04,OUT017,2568.332834
FDZ57,OUT027,3242.062072
FDF02,OUT010,219.2185209
FDG28,OUT045,4109.900606
NCI31,OUT046,583.8145789
FDT43,OUT013,713.8586545
FDU20,OUT046,2243.669597
FDD53,OUT013,507.0464037
FDW15,OUT045,2660.950403
NCT53,OUT045,2286.413267
NCG55,OUT027,3242.062072
FDD48,OUT035,1922.149382
FDG47,OUT049,4433.304033
FDI21,OUT017,1103.186213
FDT27,OUT017,3737.295775
DRO35,OUT013,1922.149382
FDD33,OUT017,3737.295775
FDC04,OUT035,4109.900606
FDY34,OUT013,2649.110232
DRJ49,OUT049,2243.669597
FDE05,OUT049,2286.413267
FDU31,OUT017,3753.000099
NCN19,OUT027,5329.314724
FDK56,OUT027,5329.314724
FDK58,OUT017,1784.428738
NCJ42,OUT035,1690.234086
FDZ34,OUT027,5329.314724
FDA52,OUT018,2568.332834
NCR29,OUT013,796.6402683
FDT48,OUT035,3391.591253
DRJ51,OUT019,584.7577648
NCS54,OUT046,2851.631696
FDV01,OUT035,2453.747701
DRG51,OUT027,4117.317713
NCG42,OUT013,1987.251049
FDA51,OUT049,1922.149382
FDV19,OUT010,346.8972837
NCT18,OUT045,3384.108064
NCS41,OUT045,3384.108064
FDO03,OUT046,4109.900606
FDL12,OUT010,165.9185817
FDY37,OUT010,346.8972837
FDI58,OUT049,1259.549051
FDT28,OUT018,2232.847022
NCC42,OUT010,281.4820818
FDO01,OUT017,2243.669597
FDJ02,OUT013,2660.950403
FDQ04,OUT018,507.0464037
DRL47,OUT013,1987.251049
FDZ32,OUT035,1879.05405
FDC35,OUT035,3737.295775
FDX14,OUT045,1103.186213
FDZ35,OUT013,1784.428738
FDL14,OUT013,2286.413267
FDO04,OUT049,796.6402683
DRK11,OUT017,2649.110232
FDB44,OUT018,3327.952583
FDZ50,OUT049,3384.108064
FDI12,OUT027,2517.882088
FDU43,OUT017,4109.900606
FDD58,OUT010,219.2185209
FDB27,OUT017,3391.591253
FDB04,OUT018,1259.549051
NCO17,OUT013,1987.251049
FDL12,OUT017,935.0323883
DRJ13,OUT049,2894.220711
FDD57,OUT045,1559.342975
FDW19,OUT035,1784.428738
DRD27,OUT018,1372.688491
FDH27,OUT027,4117.317713
NCW30,OUT027,6280.89088
FDR40,OUT018,1259.549051
FDG05,OUT013,2286.413267
NCY41,OUT019,92.67548155
FDI38,OUT018,3327.952583
FDR20,OUT046,677.1027476
FDE09,OUT017,1690.234086
FDN50,OUT019,219.2185209
DRF27,OUT045,2649.110232
DRF51,OUT013,507.0464037
NCO02,OUT019,165.9185817
FDB51,OUT027,1378.263185
FDJ50,OUT013,796.6402683
FDN52,OUT013,1243.06893
FDX14,OUT013,1243.06893
FDT27,OUT019,584.7577648
FDV10,OUT013,507.0464037
FDU33,OUT046,677.1027476
FDU58,OUT046,3391.591253
NCP42,OUT027,5329.314724
FDL51,OUT027,5329.314724
DRH15,OUT027,1378.263185
FDU16,OUT017,1243.06893
FDW15,OUT017,2660.950403
FDQ44,OUT045,1827.832845
NCI06,OUT027,5329.314724
DRK23,OUT019,584.7577648
FDC28,OUT035,1879.05405
NCY17,OUT019,92.67548155
NCV05,OUT018,2232.847022
FDM34,OUT019,281.4820818
DRD60,OUT027,5329.314724
FDT38,OUT046,1424.59469
FDQ57,OUT018,2232.847022
FDE59,OUT027,1378.263185
NCM43,OUT046,2894.220711
DRI51,OUT049,3104.18983
NCG30,OUT017,2142.743571
NCK54,OUT035,1922.149382
FDQ16,OUT019,281.4820818
FDI36,OUT013,2893.839826
FDX16,OUT027,4117.317713
FDA34,OUT046,2851.631696
FDJ48,OUT018,3327.952583
FDU47,OUT035,2142.743571
FDS39,OUT046,2309.200798
FDD11,OUT046,4433.304033
FDM16,OUT027,1378.263185
FDU56,OUT018,3384.108064
FDQ32,OUT017,1987.251049
DRK35,OUT013,507.0464037
FDA58,OUT049,3454.062559
DRG48,OUT019,346.8972837
FDT59,OUT010,584.7577648
FDQ31,OUT019,219.2185209
FDS51,OUT018,1103.186213
FDW32,OUT027,2517.882088
FDI15,OUT027,6280.89088
NCV30,OUT017,935.0323883
DRG25,OUT049,3391.591253
FDT02,OUT013,507.0464037
FDO33,OUT027,3242.062072
FDP38,OUT035,713.8586545
FDZ45,OUT035,3130.004905
NCA54,OUT027,5329.314724
FDU33,OUT017,798.2176035
FDN58,OUT017,4109.900606
FDI05,OUT045,1103.186213
FDM57,OUT019,219.2185209
NCS42,OUT027,2517.882088
FDB57,OUT045,3753.000099
FDC03,OUT045,3391.591253
FDZ58,OUT013,1987.251049
NCK29,OUT045,1827.832845
NCR53,OUT045,3737.295775
FDE26,OUT027,4117.317713
FDU52,OUT049,2286.413267
FDE41,OUT027,2517.882088
FDU38,OUT018,2893.839826
FDA52,OUT017,2568.332834
FDW46,OUT046,1103.186213
DRI59,OUT035,3753.000099
FDT38,OUT035,1243.06893
FDL33,OUT018,2893.839826
FDQ01,OUT027,6280.89088
FDJ08,OUT046,3391.591253
FDQ47,OUT049,583.8145789
NCZ18,OUT013,4034.300307
FDE29,OUT017,935.0323883
FDF10,OUT027,4117.317713
FDC48,OUT049,1259.549051
FDY58,OUT013,4109.900606
NCX30,OUT010,584.7577648
FDV11,OUT013,2851.631696
FDT46,OUT046,713.8586545
DRD01,OUT019,165.9185817
FDQ11,OUT013,4034.300307
NCM41,OUT017,1424.59469
NCC55,OUT013,507.0464037
FDG45,OUT027,5329.314724
NCQ54,OUT049,2894.220711
FDM34,OUT045,1827.832845
FDD17,OUT019,584.7577648
FDN38,OUT027,6280.89088
FDB53,OUT018,2232.847022
NCL06,OUT035,4034.300307
NCV18,OUT019,219.2185209
FDX25,OUT013,3384.108064
FDB39,OUT046,935.0323883
FDC33,OUT049,3391.591253
NCO14,OUT018,507.0464037
FDA58,OUT027,6280.89088
NCQ02,OUT017,2752.970935
NCR53,OUT017,3737.295775
FDN52,OUT046,1424.59469
FDG26,OUT046,4433.304033
FDE23,OUT027,1378.263185
DRI37,OUT013,796.6402683
DRH37,OUT018,2232.847022
FDO01,OUT035,2243.669597
FDK45,OUT049,1922.149382
FDP23,OUT049,3753.000099
FDM33,OUT035,3737.295775
FDD36,OUT017,2243.669597
FDL56,OUT017,1243.06893
FDT27,OUT010,584.7577648
FDG52,OUT017,677.1027476
NCL42,OUT035,4109.900606
DRJ24,OUT046,2939.348476
FDV38,OUT046,935.0323883
FDT35,OUT045,2453.747701
FDY51,OUT045,3737.295775
FDC37,OUT017,1690.234086
NCP43,OUT013,3384.108064
FDO33,OUT045,1511.874772
FDW04,OUT018,1752.25244
NCC31,OUT046,2649.110232
FDK22,OUT049,3753.000099
FDJ50,OUT017,935.0323883
FDV13,OUT017,1424.59469
DRL60,OUT017,2649.110232
FDW03,OUT017,1879.05405
FDY27,OUT035,2851.631696
FDB39,OUT027,1378.263185
FDU59,OUT045,2503.501336
FDZ57,OUT049,2243.669597
FDO21,OUT049,3753.000099
FDS43,OUT018,2893.839826
FDU28,OUT010,482.6995426
FDC51,OUT010,281.4820818
FDW16,OUT010,219.2185209
FDP32,OUT010,281.4820818
FDB60,OUT019,482.6995426
NCQ30,OUT046,2243.669597
FDD26,OUT049,3384.108064
FDI44,OUT045,1243.06893
DRH23,OUT046,935.0323883
FDO44,OUT046,1511.874772
FDG04,OUT046,2752.970935
FDM32,OUT027,2517.882088
FDM09,OUT013,2286.413267
FDZ47,OUT013,1559.342975
FDM40,OUT027,3242.062072
FDY48,OUT017,1690.234086
NCM30,OUT045,677.1027476
FDX36,OUT010,584.7577648
DRF03,OUT017,677.1027476
FDN51,OUT049,4034.300307
FDM57,OUT049,1259.549051
FDB35,OUT049,1259.549051
FDY13,OUT027,2517.882088
FDA37,OUT017,1987.251049
NCX53,OUT017,2309.200798
FDD59,OUT018,1259.549051
FDX10,OUT019,92.67548155
FDC03,OUT018,2893.839826
FDW43,OUT035,3753.000099
FDW10,OUT046,2568.332834
FDY14,OUT027,6280.89088
FDV43,OUT045,798.2176035
FDO40,OUT013,2660.950403
FDP46,OUT027,2517.882088
NCE43,OUT019,425.9355915
FDD05,OUT035,2243.669597
FDJ60,OUT010,425.9355915
DRE27,OUT018,1372.688491
FDO11,OUT035,4034.300307
DRG11,OUT027,2517.882088
FDK33,OUT010,584.7577648
DRM23,OUT045,2894.220711
FDJ02,OUT027,4117.317713
NCZ05,OUT045,1511.874772
NCL30,OUT013,1987.251049
FDZ19,OUT018,2851.631696
FDM45,OUT049,2142.743571
FDO36,OUT046,2568.332834
NCK31,OUT045,713.8586545
DRJ37,OUT045,2286.413267
FDP24,OUT018,1752.25244
FDF46,OUT013,1922.149382
FDX46,OUT019,165.9185817
NCL18,OUT045,3130.004905
FDJ26,OUT013,3454.062559
FDJ07,OUT045,1827.832845
FDY15,OUT013,2453.747701
DRG01,OUT045,1103.186213
FDF58,OUT045,1103.186213
FDZ14,OUT019,281.4820818
FDP31,OUT049,1103.186213
FDH45,OUT013,507.0464037
FDA09,OUT010,425.9355915
FDW31,OUT035,3130.004905
FDA57,OUT046,677.1027476
NCE55,OUT035,2851.631696
FDC17,OUT019,584.7577648
FDC59,OUT013,1103.186213
FDA22,OUT013,2286.413267
FDK52,OUT035,3737.295775
NCM26,OUT046,2453.747701
NCT53,OUT035,2286.413267
FDW45,OUT018,2232.847022
NCI18,OUT035,3753.000099
FDE38,OUT018,2232.847022
FDF08,OUT019,219.2185209
FDY58,OUT010,584.7577648
FDF58,OUT019,165.9185817
FDX39,OUT017,3753.000099
FDB44,OUT049,3753.000099
FDF28,OUT013,1987.251049
FDE39,OUT013,1922.149382
FDT37,OUT018,3327.952583
FDZ45,OUT017,3130.004905
FDO40,OUT035,2660.950403
FDM57,OUT027,2517.882088
DRG36,OUT017,3104.18983
FDY36,OUT010,165.9185817
DRL60,OUT027,4117.317713
FDS25,OUT019,281.4820818
DRF49,OUT027,3242.062072
FDP16,OUT045,4109.900606
FDS60,OUT049,3384.108064
FDU15,OUT027,1378.263185
FDK43,OUT046,2243.669597
FDN25,OUT046,935.0323883
FDE53,OUT049,1690.234086
FDB22,OUT013,2503.501336
FDE39,OUT017,2243.669597
FDX35,OUT035,3737.295775
NCG54,OUT049,2894.220711
FDH27,OUT035,2286.413267
NCK42,OUT013,3753.000099
FDS25,OUT049,1879.05405
FDI10,OUT018,3104.18983
FDU35,OUT035,1879.05405
FDI04,OUT017,3130.004905
DRK23,OUT035,4433.304033
FDB53,OUT019,346.8972837
FDY02,OUT049,4034.300307
FDM60,OUT035,677.1027476
NCJ31,OUT010,584.7577648
DRP35,OUT017,2142.743571
NCQ30,OUT018,1752.25244
DRL11,OUT010,346.8972837
FDU01,OUT013,2752.970935
FDR39,OUT035,3384.108064
FDO08,OUT046,2286.413267
FDC02,OUT045,4433.304033
NCZ29,OUT035,1987.251049
FDF29,OUT010,281.4820818
FDZ23,OUT017,2939.348476
NCU53,OUT018,2232.847022
NCW30,OUT013,4034.300307
NCM26,OUT027,4117.317713
FDV50,OUT027,3242.062072
FDW15,OUT049,2660.950403
FDI35,OUT027,5329.314724
FDO11,OUT017,4034.300307
FDN48,OUT046,1424.59469
NCA17,OUT049,2453.747701
NCN54,OUT013,1243.06893
FDP22,OUT013,713.8586545
NCB54,OUT035,1987.251049
FDD08,OUT045,583.8145789
DRM48,OUT010,92.67548155
FDG41,OUT027,3242.062072
FDE44,OUT027,1378.263185
FDE26,OUT035,2286.413267
NCS38,OUT013,1922.149382
NCJ54,OUT018,3327.952583
FDI40,OUT019,219.2185209
FDN45,OUT018,3327.952583
FDU43,OUT046,4109.900606
FDI04,OUT010,482.6995426
NCC07,OUT018,1372.688491
NCC07,OUT019,219.2185209
NCD18,OUT045,3737.295775
FDU55,OUT035,4433.304033
FDX59,OUT035,583.8145789
FDR52,OUT049,2939.348476
NCP17,OUT013,1103.186213
FDQ32,OUT045,1827.832845
NCT17,OUT049,3391.591253
FDO10,OUT049,796.6402683
FDE32,OUT049,583.8145789
FDN44,OUT045,2894.220711
FDH02,OUT035,1481.850614
FDK60,OUT013,1559.342975
FDS24,OUT019,219.2185209
FDL03,OUT010,584.7577648
FDB46,OUT027,5329.314724
FDO48,OUT049,3753.000099
FDZ39,OUT049,1784.428738
FDT02,OUT027,1378.263185
FDC50,OUT013,1559.342975
FDP39,OUT035,713.8586545
DRG15,OUT018,796.6402683
FDP10,OUT018,1372.688491
FDF53,OUT027,5329.314724
FDN34,OUT045,2894.220711
FDK02,OUT045,1827.832845
FDC23,OUT045,2568.332834
FDJ10,OUT019,281.4820818
FDE53,OUT035,1690.234086
FDR25,OUT035,4034.300307
FDW50,OUT046,2894.220711
FDS09,OUT049,713.8586545
FDW49,OUT010,425.9355915
FDU51,OUT046,2568.332834
FDF28,OUT018,1752.25244
NCY30,OUT018,2568.332834
FDD44,OUT045,4034.300307
FDX09,OUT017,2851.631696
NCF30,OUT013,2142.743571
FDZ50,OUT019,482.6995426
FDW37,OUT013,1424.59469
FDD11,OUT049,4433.304033
DRH39,OUT018,1103.186213
FDA36,OUT049,2752.970935
NCG43,OUT049,1259.549051
FDF02,OUT035,1511.874772
FDP57,OUT027,2517.882088
NCE42,OUT017,4109.900606
NCR38,OUT027,6280.89088
FDP03,OUT019,281.4820818
FDO51,OUT035,677.1027476
NCQ42,OUT046,1987.251049
NCM41,OUT046,1424.59469
FDH48,OUT027,2517.882088
DRF60,OUT046,4109.900606
FDJ27,OUT035,1784.428738
FDQ14,OUT013,2286.413267
FDN27,OUT017,1922.149382
NCQ02,OUT046,2752.970935
FDJ33,OUT049,2142.743571
FDP07,OUT027,5329.314724
DRE01,OUT049,3454.062559
FDU36,OUT045,1559.342975
FDL28,OUT017,3737.295775
NCX53,OUT046,2309.200798
FDZ39,OUT013,1784.428738
NCP42,OUT013,2752.970935
FDJ14,OUT035,1243.06893
FDK04,OUT049,796.6402683
NCC19,OUT017,3391.591253
FDS09,OUT018,713.8586545
FDZ02,OUT046,1559.342975
FDD35,OUT018,1752.25244
NCY42,OUT017,2649.110232
FDB05,OUT045,3737.295775
FDF20,OUT035,3130.004905
NCO41,OUT018,1372.688491
FDC40,OUT027,2517.882088
FDV58,OUT045,3130.004905
FDZ57,OUT045,1827.832845
DRM35,OUT046,2851.631696
DRN36,OUT018,1372.688491
FDQ13,OUT046,1243.06893
DRO35,OUT010,281.4820818
NCD43,OUT035,1690.234086
FDA51,OUT018,1752.25244
NCX17,OUT027,6280.89088
NCZ17,OUT049,677.1027476
FDR11,OUT027,4117.317713
FDW34,OUT049,4109.900606
FDN50,OUT017,1424.59469
FDS09,OUT046,713.8586545
FDS48,OUT018,2232.847022
FDL44,OUT049,2453.747701
DRF48,OUT018,2893.839826
FDA14,OUT018,2232.847022
NCD30,OUT049,1559.342975
FDI16,OUT017,713.8586545
NCG06,OUT035,4034.300307
DRZ24,OUT035,2142.743571
NCS17,OUT045,1559.342975
FDB37,OUT045,4109.900606
FDE10,OUT035,2142.743571
FDC57,OUT045,2939.348476
FDM12,OUT018,2893.839826
FDE24,OUT049,2309.200798
FDW22,OUT045,3753.000099
DRD01,OUT027,1378.263185
NCZ18,OUT027,6280.89088
FDN49,OUT045,677.1027476
FDR22,OUT035,1922.149382
FDV08,OUT019,92.67548155
